2024-03-20 16:46:10.346 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/sqli_4.php?title=fuzz&action=search (0)
2024-03-20 16:46:10.472 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/sqli_4.php?title=default&action=search (1)
2024-03-20 16:46:10.473 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] POST http://web/sqli_4.php (1)
	data: form_security_level=submit&security_level=2
2024-03-20 16:46:10.473 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] POST http://web/sqli_4.php (1)
	data: form_bug=&bug=27
2024-03-20 16:46:10.474 | VERBOSE  | wapitiCore.net.explorer:_async_analyze:286 - [+] GET http://web/sqli_4.php (1)
2024-03-20 16:46:10.642 | GREEN    | wapitiCore.controller.wapiti:save_scan_state:359 - [*] Saving scan state, please wait...
2024-03-20 16:46:10.642 | INFO     | wapitiCore.controller.wapiti:save_scan_state:363 - This scan has been saved in the file /home/wapiti/.wapiti/scans/web_folder_8e2be9f3.db
2024-03-20 16:46:10.645 | INFO     | wapitiCore.main.wapiti:wapiti_main:380 - [*] Wapiti found 5 URLs and forms during the scan
2024-03-20 16:46:10.677 | INFO     | wapitiCore.controller.wapiti:_load_attack_modules:289 - [*] Existing modules:
2024-03-20 16:46:10.677 | INFO     | wapitiCore.controller.wapiti:_load_attack_modules:290 - 	 backup, brute_login_form, buster, cookieflags, crlf, csp, csrf, drupal_enum, exec, file, htaccess, htp, http_headers, https_redirect, log4shell, methods, nikto, permanentxss, redirect, shellshock, spring4shell, sql, ssl, ssrf, takeover, timesql, upload, wapp, wp_enum, xss, xxe
2024-03-20 16:46:10.769 | ERROR    | wapitiCore.controller.wapiti:_load_attack_modules:298 - [!] Unable to import module ssl: No module named 'humanize'
2024-03-20 16:46:10.789 | ERROR    | wapitiCore.controller.wapiti:filter_modules_with_options:130 - [!] Unable to find a module named ssl
2024-03-20 16:46:10.789 | GREEN    | wapitiCore.controller.wapiti:attack:459 - [*] Launching module redirect
2024-03-20 16:46:10.808 | INFO     | wapitiCore.controller.wapiti:attack:501 - [+] GET http://web/sqli_4.php?title=fuzz&action=search (0)
2024-03-20 16:46:10.808 | VERBOSE  | wapitiCore.attack.mod_redirect:attack:53 - [¨] http://web/sqli_4.php?title=https%3A%2F%2Fopenbugbounty.org%2F&action=search
2024-03-20 16:46:10.852 | VERBOSE  | wapitiCore.attack.mod_redirect:attack:53 - [¨] http://web/sqli_4.php?title=%2F%2Fopenbugbounty.org%2F&action=search
2024-03-20 16:46:10.876 | VERBOSE  | wapitiCore.attack.mod_redirect:attack:53 - [¨] http://web/sqli_4.php?title=fuzz&action=https%3A%2F%2Fopenbugbounty.org%2F
2024-03-20 16:46:10.903 | VERBOSE  | wapitiCore.attack.mod_redirect:attack:53 - [¨] http://web/sqli_4.php?title=fuzz&action=%2F%2Fopenbugbounty.org%2F
